,comment,status
8162,Lively restaurant with great small plates and an extensive wine list. I would love to see a broader selection of beers but you can't have it all! Everything I've tried has been enjoyable but the pork fat fried almonds and pork belly were superior. The Sicilian Iris is a can't miss for dessert.,1
8163,"I've never been *deeply* insulted by staff before, this was the worst experience of my life.",0
8164,Fantastic food! We asked for suggestions and our server picked all his favourites for his. He even gave me a delicious wine pairing. As we'd finish one dish they'd clear and bring the next immediately which was great. The lag between the 3rd and 4th dishes was almost 20 minutes though and we didn't really want it at that point. Only the smallest disappointment to an overall amazing experience.,1
8165,"The food was amazing. Beautiful plating, great flavors and options, and wonderful service. It's a very popular place, and has a very loud atmosphere. Great for extroverts who want to get to know new people. However, due to how busy it was, we were seated in the middle two seats of a 14 person table. It was a little awkward to ask other diners to get up to let us slide through to our seats against the wall, and forget about getting out to go to the bathroom (not usually a big deal, but I am pregnant and that's a big concern for me currently).  As an introvert who was tired from a day interacting with strangers at a work conference, this dinner wasn't relaxing, but it sure as heck was delicious!",1
8166,"This place is ridiculously popular for a reason. The food is amazing, the staff is attentive, and the experience is uniquely engaging and immersive.

The Purple Pig is not for anyone stressed by crowds but for adventurous and convivial folks, I highly recommend you sit at the communal table and ask your new neighbors for menu recommendations.",1
8167,"Middle of the road for me. Wine was a bit over priced  (says the wife) and the food was good, very well put together with presentation and the atmosphere was cool. However, the food itself lacked a bit of pizazz far me. The sweet potato polenta was out of this world. It had a variety of different palate notes and such depth of flavor, but the rest of the food wasn’t as tasty. It was very one dimensional.",1
8168,"One of my favorite restaurants in the city! Have come for both lunch to sit at the bar and dinner and both have exceeded expectations. This is a small place where they cook everything on induction burners (fun fact) so it may take a bit to get a table but it's well-worth the wait. Everything is served as small plates so it's meant for sharing but it has a Mediterranean twist (my favorite!). If I had to recommend one thing, it would be the chicken thigh kebabs with fried smashed potatoes and tzatziki. And I know what you're thinking ""I eat chicken all the time, why would I get it when I go out"" but believe me, it's better than the chicken you eat at home.

Whenever I come back to the city, I will be back!",1
8169,"Simply amazing. It's a bit pricey but worth every penny!! We were referred to here by a friend to visit while we were passing Chicago on our road trip.

My hubby and I ordered uni toast, broccollis, milk braised pork shoulder and octopus. The uni toast was the one that I had the least expectation on since I was a little intimidated by the uni (sea urchin) but it turned out to be the best dish we ordered! Its savory, tangy, sweet and crispy all at the same time in the best of ways. Anyone in doubt, just try it and you'll love it! It's not at all an intimidating taste. It's only two pieces of small toasts so you'll have plenty of room for extra dishes :)

We both very much enjoyed every bite and would love to go back when we have the chance!",1
8170,"So this place is tapas, and wwwaaayyyy more expensive than I was expecting.  For how fancy the food was, it still feels kinda casual.  Maybe like a business casual kinda place.  We had 3 people and got 4 plates to share.  The food was supreme.  They recommended the shoulder and it was very tender and delicious.  Service was ok for the fact that it was super busy.  Food came out one plate at a time, without too much time between plates as we shared them.  Dividing between 4 people might be a little thin.  Wine pricing was rediculous, even for Chicago.  Great place if you get a chance to stop in.  I would hit it up for a light meal, but wouldn't stick around too long.",1
8171,"This is an amazing place to enjoy Chicago.  The service is amazing. The staff know how to entertain as well as make suggestions for food and drink. I have never been so memorized by a venue.
The wine list is expansive and the staff have an amazing knowledge if you find it overwhelming (which I did) and I was able to have great selection with my app, meal and desert.  THANK YOU TO THR ATTENTIVE STAFF.
My only complaint is the lacking bathrooms, but that will be resolved once they move to a bigger location (happening soon, rumor has it)",1
8172,"Just come here and ask something random from the menu, every plate looks delicious and the 2 I had were incredible.

Only bad is the lack of enough bathrooms.",1
8173,"Amazing restaurant with refreshing and creative greasy dishes, just the way you like it. Yet it is also elegant with awesome drink list, making it an ideal location for a date night or warming yourself up in the frigid Chicago winter. The wait is the only complaint.",1
8174,The food was awesome. It's a place where you can share all with your friends.,1
8175,One of the best restaurants I have ever been,1
8176,"Wow, this is a scam! On Friday night, his friends came and said the waiting time for the car is 45 minutes. We got to the next bar to drink a cup. The food was unbelievable! We have many dishes and beers. We really like crispy pork and eggs and cabbage ears (good)!!!!) There's a potato porridge. We also bought some Italian sausage, lavender, cabbage wine, pork, mashed potatoes and gravy (the flesh is very tender and tasty, and the broccoli is very sour. The work team is very friendly. This place of its efficacy is a masterpiece. Salt of beet baked bread better, zucchini and percussion are very tasty.",1
8177,Food was good. Although the squid was tough and turkey leg sooo salty .This is not a place to go if you plan on talking to your dining mates. Very hip and lively. And oh yeah over 1000 wines to choose from,1
8178,They moved accross the street but the quality followed with them.  Love this restaurant!,1
8179,"Well, as with so many of these tapas-style places, it's easy to rack up a bill if you're too liberal with ordering.  And it's hard not to be, with so many fabulous options!!  I'm a vegetarian for goodness' sake, and I still found more things that I longed for than I had appetite or funds to pull off.  Interesting flavour combinations, friendly service, great drinks list, fun vibe.",1
8180,Wow the food here is insane. Everything we had was great. Food hits your table pretty fast for how busy it can be. If you're doing a tasting tour go here last. The big in your face flavors and execution will ruin anywhere you go afterwards. Hands down a 5 star spot if the service team was better.,1
8181,"Amazing food/wine options but why do they not take reservations?? I came here once on a January Sunday at 12:30pm and we got a table. This place is super tiny so since then, as the weather gets better...forget about it. It's their prerogative how they want to handle crowds, but given that most restaurants DO take reservations, I just don't think they are making fans with their long wait times.",1
8182,"Great food, friendly service",1
8183,"I tried everyday I was visiting Chicago to try and get into the purple pig where I was willing to wait if the time was less than 1 hour. I finally got in for a lunch on the 3rd day.

This place is absolutely incredible. The food and service are top notch. You must order the bone marrow. I  would love to come back again, when visiting and get the meat board that the table next to us got. It looked absolutely heavenly + incredible. a *must* go if you are in Chicago, cannot pass it up.",1
8184,The food was excellent and so was the service....definitely a must when in Chicago,1
8185,"I went for lunch today.  I ordered the crispy pigs' ears. It has air fried crispy kale and pepper with a fried egg on the top. The whole dish looks dry, and it tastes salty. Chewing the crispy vegetables is like chewing Korean seaweed. This dish is a bad invention.  I had one bit, and stopped eating. The waiter was nice that he asked me if I'd like to order something else. I ordered a salad. That was a very good salad.",1
8186,Everyone was so friendly. The food was amazing!!! Great hang out joint for a girls trip. You might even get lucky and meet the chef like we did! Would recommend 100%!,1
8187,Top notch food. Pork Belly a basically perfect dish. When a place can make beets taste amazing you know its great. Best place on the MM for the money,1
8188,"I ate at this place while visiting Chicago for dinner and it was amazing.  This is a wonderful place for delicious food and the ambiance is very chill.

Although the food isn't the cheapest around, it's definitely worth every penny, because the food is prepared well and tastes incredible. While this place does a casual feel, it could also make a great date-night place due to the presentation, quality, and service this restaurant provides. My father and I didn't order a full on meal, but rather split a few dishes which were all delicious.

Whether you're stopping by Chicago, need a place to take your date, or just want good food, I'd highly recommend this place to anyone.",1
8189,"Large portions (we ordered four dishes for two people, and couldn’t finish) — the pig ears and octopus were alright, bone marrow was better, and the pork belly was the standout.",0
8190,Really great food!,1
8191,"The Spanish Octopuss was so tender and the pork jowl was bursting with flavor, with finely-sliced mushrooms, and  tomatoes. They showcase a broad wine selection in their (relatively) new location. The joint was full of energy. Service was excellent. 5 stars.",1
8192,"So overrated! I've been wanting to go to this place for about 10 years. During my time in culinary school (~8years ago) I had so many chef friends raving about this place. The food, the wine, the ambiance. Sad to say, it has absolutely nothing now.

Thankfully we did not have a wait, Friday afternoon around 4:30, but the restaurant was busy! The restaurant was super bright, I felt blinded by the spotlights above, it was freezing, most guest had their coats on, and it was loud. I felt like I was having lunch at a mall. Definitely not a cosy date spot, my husband and I just wanted to leave, BUT having waited 10 years to try it out, we needed to see it through.
Three different bussers asked us if we wanted sparkling or still, when we said that someone had already been over to ask, they didn't understand.
Our server was fine but felt rushed. Didn't really get any recommendations or help with what to order, expected especially since allergens aren't represented on the menu. We mostly guessed our way. It seemed expensive but at this point had no idea how large the portions would be. We ordered one vegetable starter, one fish and two meat. Zucchini and halluomi, grilled and then put in the fridge probably over night. It was cold! And it tasted like something you'd get in the cold section at whole foods, not bad, but very simple and kinda boring and definitely not $15 good or whatever. We were very disappointed and didn't finish.
Expected the server to check in but never happened. A new person came and dropped a plate of lamb ribs and took our almost full plate of halluomi salad without a word. I found the coursing  extremely weird, for a place with these prices?
The ribs were okay, fatty and not really impressive. It's very clear that there's no passion in the food at this place, maybe there was at some point years ago, but now I bet it's just low paid staff cooking someone's recipes with no quality control whatsoever. It's what I would expect from a cafeteria, not one of the best restaurants in Chicago. (which it's clearly not anymore)

My husband liked his cocktail, a classic, while my drink was whatever, their own creation. It was clear quickly that this place completely missed the mark on training their staff, I'm sure they hired new with the expansion but that could've been a great opportunity to get things right.
After the two courses we were so disappointed with the food, the service and the ambiance that we just wanted to leave.

I think the Purple Pig has turned into a overpriced tourist trap and you best avoid at all cost. If you're looking for something in a similar price range and don't want to be disappointed, go to Girl and the Goat.",0
8193,"Was visiting Chicago and it was my first time here.  Seems like everyone knew about this place and wow, it lived right up to its reputation!  Tried most of the menu, with my team from work.  Out...standing....  Every single item was beyond delicious and spectacular and for those who like something a little hard to find, the roasted bone marrow was epic!  Appetizers to dessert, this place is noteworthy.  Get here early because the wait will grow very fast.  Order some wine and enjoy the artisanary!",1
8194,"Great place. Food is creative, delicious and portions are large enough to actually enjoy the food rather than just taste it, which is the problem I have with some of the other gastro restaurants. One criticism is that it was a little crowded when we went (tables close together) but as it’s such a popular area and limited space I can’t fault the star rating for this.",1
8195,"we feared the worst, 4 hour waits.  But as it seems, we only waited 25mins 2 days before Thanksgiving!  Open and engaging communal tables on the inside is where you want to be at.  Service was pretty decent with great recommendations, since the menu is quite extensive and caters for all.  Come back here a dozen times, and you would still find 5 dishes that have yet to try.  Food was delicious, with some people across the table recommending the Fried Bone Marrow.  Quail and slow cooked turkey leg were amazing, very impressed with an equally impressive wine list.  Crowd ranges from young to old, and is the place for a social food experience.  Definitely recommend at all costs.",1
8196,"Excellent cocktails and very busy. Recommend putting your name in for a table, then wander around nearby until they text you. The food was of utmost quality, with some adventurous dishes. Brocolli was surprisingly good. Seriously, get it (and I don't even like veggies)",1
8197,"Really great experience. Tried their lamb ribs- found out I love lamb ribs. Skillfully made. Only downside was the ensuing mess, but that's to be expected from ribs!
Employees friendly, though a bit busy as it's a Friday night. Very quick to refill any glasses, it felt like as soon as you set your glass down, it was filled again by a lightning fast waiter. Happy to answer questions about items on the menu.",1
8198,"Had some small plates with some friends here. We ordered the calamari, razor clams, and the pig ears. My favorite dish was actually the calamari. Texture and taste were great. I enjoyed the pig ears, but I thought they were fried a bit too much, making it taste more like a cracker/chip.",1
8199,"Visited on 11/1 for lunch. We were promptly seated and the server immediately turned his attention to us. He recommended dishes and took the time to explain how they were prepared. The dishes are served in the style of a small plate but with a shareable portion. We started with crispy pig ears. They were ok, but the finished product didn't live up to the promise of it's various parts. Everything else was outstanding. Beets with goat cheese, pork shoulder braised in milk, chicken thigh kebabs, roasted cauliflower, fried manchego. Definitely recommend and I will be back.",1
8200,"11pm on a tourist-heavy Saturday in the summer, this place had turned into a hidden little gem. Probably would've hated the crowds I saw earlier in the day, but food, service, atmosphere all just great when we were there. If you like offal (I do) you just have to try the smoked tongue which was stupendous, the crispy pig ears spectacular, bone marrow a classic, and the beef tendon crisps are something I have never seen before. Branch out for the octopus too, worth a trip in its own right.
Very good wine selection. Great service and attitude. I'm coming back!",1
8201,"I completely enjoyed this dining establishment, the food is outstanding, plus the brooms were not bad. It was a little cold indoors, so that was not perfect. The service is great. I will certainly consider going back once again if I get the possibility. Me as well as my friend purchased the combo as well as we were not dissatisfied. My one idea is to maintain the chilly exterior. See you all again.!",1
8202,We ate here while visiting on business. Definitely interesting food and not your standard array of dishes. We weren't sure what to order so had the server bring us what she thought best and what she brought us was delicious!,1
8203,Phenomenal tapas! Had the stuffed squid and it was one of the best things I’ve had thus far. Highly recommended.,1
8204,"Visited in 2015.  What a great and lively restaurant!  Great food.  Great service!  We had the milk braised pork shoulder, duck neck rillette, chicken skewers, chicken thigh kebabs, peanut butter cheesecake, and apple cider beer. Each was fantastic!  We went on a Thursday about 6:00 and had a 30 min wait but cocktails were available during the wait.  Actually we enjoyed the wait because it gave us the chance to ogle the dishes that others were having.",1
8205,Milk braised pork shoulder came recommended and didn’t disappoint. Busy but good service. The Sicilian Iris dessert was delicious. We were gaga over every dish that came out the kitchen. Must come back.,1
8206,"Wowza, this is some of the best meat I've ever had. It will sound strange, but everything tastes kinda like pot roast. From the super-soft texture, to some sort of seasoning they use. It's an odd description, but trust me, it's good. I feel like this is one of the places you have to go while visiting Chicago. It's a bit pricey, but totally worth it.",1
8207,"A little different vibe than the old location (which was just across the street), but the food is still amazing. Be ready to share so you can try as many dishes as possible. Also they have done a couple beer collaborations with Off Color Brewing, so look for those.",1
8208,"Food is great, but the place is insanely popular, crowded and loud. Having said that, eat there. Their signature braised pork with mashed potatoes and crispy bacon is amazing and worth a stop. Octopus was ok, slightly overcooked. The rather untraditional mix with green beans made it a delightful dish. Summary: if you are looking for good food, go there. But if you need a place for a nice lunch or dinner, this will not be your best choice.",1
8209,"Amazing ham-packed spot with a fun vibe and delicious, inventive menu. Stopped by for a quick bite on a Monday night and had the roasted beets with whipped goat cheese. I’ll be back to try more things shortly!",1
8210,Just love this place always amazing food great service yummy drinks!,1
8211,Everything was super tasty,1
8212,"Absolutely delicious. We are from Spain and we were in town for a dental conference. The food is out of this world! The quality the flavors that make your taste buds go crazy! We came 1 night sat at the bar and decided to come back for dinner the 2nd night! The staff is also delightful.

Keep it up!",1
8213,"We were visiting from Florida so we weren’t attracted to this place after reading  the google description of this restaurant, we avoided going to this place because we thought they just have small plates and it would be more like a charcuterie. One night it was too late to make a reservation in a upscale place so we decide to go to this restaurant just because it was close to our hotel and we were tired. It was packed, no too fancy atmosphere, we had to share a tall table so we weren’t that happy until the extra nice server came and recommend some plates and drinks, we accepted her recommendations and we were totally amazed with the food, we don’t love duck and we got it there and now is one of our favorite dishes of all time. The food, the presentation and the service are amazing. I totally recommend this place and we can’t wait to go back to Chicago just to go to the Purple Pig.",1
8214,"One of my most favorite spots. Good wines, great food. The charcuterie selections are outstanding. The relaxed atmosphere is heady. I know that sounds like an oxymoron but they have nailed upscale casual.",1
8215,Amazing meal! Slightly more expensive than I anticipated but I'm so glad I went.,1
8216,Over the top amazing food always!!!,1
8217,"Stopped in by chance for a late lunch and was surprised by the awesome dishes. Every thing was expertly prepared and delicious. Although not obvious, the food is served tapas style. Although broccoli is 15 USD, the quality is very good.",1
8218,"Great tasting food and very innovative. However the restaurant itself is incredibly noisy. Impossible to have a conversation with a table. The service is also extremely slow. Food takes so long to come out and by the time it does, I didn't really feel like it was worth the wait.",1
8219,"Good food in a great ambience. They don't take reservations so there's a bit of a wait but it is worth the time; sometimes there are tables available on the outside and a waiting list for the indoors, if you have the time, wait to be sitted inside, it's way better, cozy and cool. I recommend the smoked pork tongue, the pork belly and the roasted beets. Also, the crispy pig's ears.",1
8220,"Expect to wait a long time, but totally worth it! Great wine and food. I definitely recommend trying the cheese boards and having the waiter pair of the spreads with them. Dessert was fantastic as well. Highly recommend this place.",1
8221,Excellent customer service! Whenever I needed something they were there for me. Thank you guys,1
8222,Excellent food and service. The lady that waited on us gave us awesome recommendations as well. Loved the Orrichette pasta and my wife loved the beets. Arronchinis were great too.,1
8223,we were served by Tadhg and he was absolutely amazing!!! the food was great but Tadhg was simply amazing and made the experience amazing!!!!,1
8224,"The food here came in small portions, but it was SO good! It was great quality as well. The atmosphere was fun, we were able to sit outside even though it was really cold, because they had heaters. It was a classy place and the service was excellent. They even gave us one of the entree's for free because they brought it out late!",1
8225,Lots of good and interesting food. Good spot.,1
8226,Excellent food and drinks. Dishes are small so you can order a bunch to share. Very fun place. The staff is great. Very good beer selection. Heated porch is nice to sit in as well.. Really cool atmosphere.,1
8227,$$  Food is very good. Very busy but worth the wait. Outside dinning available with great views. Order food to share. Better on the wallet and best way to get the best experience. Drinks are well crafted. Sipping is suggested. Bar bill can get out of hand quickly. Only complaints; small bathrooms and sticky floors.,1
8228,"Wow!  Really lived up to the comments from my Chicago friends.  Went one Fall evening and enjoyed the (very tight) wait with an amazing cocktail.  We shared a table with others and were treated to an incredible array of small plates with meats, cheeses, veg, breads, and fantastic European wine list.  Cannot wait to return for the experience alone.",1
8229,"A very unique experience.  My husband and I tried this place out when we were in Chicago a month ago and were really pleased with everything we got.  Didn't feel rushed, good service, interesting menu.  The wine list was on point which we really appreciated.  Definitely happy we gave this one a try!",1
8230,"I finally had a chance to try this very popular venue.

It is good, very good. But based on these hype and how hard it can be to get in, I really was expecting to be wowed.

The service is 5+ stars. The waitstaff is helpful and informative. But the Ford was hit or miss. The hits were great. But the misses were very off. Almost like it wasn't seasoned right.

I'll be back to see if it was an off night.",1
8231,"Loved the food! Had some great conversations with some of our table-mates, but be aware that could be a downside as well. Also at our table was a drunk and obnoxious guy who the staff refused to deal with. He ruined what would have been an otherwise great dining experience.",1
8232,"I have never had a bad experience here. This is my go-to special occasion place, and I had the best pork of my life here (the milk braised shoulder). I’ve found that if you plan for an early dinner (get there around 4:30) you can greatly reduce your wait time.",1
8233,"A great mediterranean spot in the Chicago! The portions are huge, and there's a lot of options for everyone. They have your traditional dishes, and a wide array of newer spins on more classic dishes. Definitely get a mix of things, and try something you haven't before. They won't disappoint!",1
8234,Amazing food and easily the best waiter I have ever had. She knew details of every single item and recommended things for the table based off of diet restrictions. Totally worth the price.,1
8235,"I really wanted to love this place, especially after all the rave reviews I had heard about it; I had high expectations. We ordered a few dishes and the food overall was underwhelming, with either our dishes being much too sweet, or too salty. The cost per dish was a bit pricey and I had expected better for what we had paid. Our server was also a bit curt. Overall was a disappointing experience.",0
8236,"The entree was phenomenal, I got the Pork Belly and Tenderloin. The tenderloin was cooked to a perfect medium and the pork belly was tender and the fat was well rendered with a nice sear. For dessert I had the Saffron Cheesecake which was absolutely to die for.",1
8237,"The Purple Pig is amazing!!! Used this as a Wedding Gift Dinner for a close friend (that way, I got a great meal out of their gift as well ;) ) They both texted me the next day and said they had a great time!

The space is a bit...crowded. Some of the seating is community table seating, with that once we started eating and had drinks it still felt private enough. My parents who are suburban through and through may have had a harder time with the close quarters/non private table. Though once they started eating I think they would have forgiven it!

They will recommend to you how many dishes to order, and after you place your order, your waiter/waitress will stagger them into a good order.  Everything is shared plates and comes out when ready. Alyssa, our waitress, was amazing! Very knowledgeable and helped us novices through the wine list.

Everything was amazing, for us the Stars:

Chicken Thigh Kebobs: Super moist!
Pork Shoulder: Just... perfect pig (not purple... they should work on that ;) )
Calamari (it's served cold and is a lighter salad-esque dish)
Whipped Feta with Date Crackers: These Data crackers were insanely delicious!

The ""probably won't order next time""
Brussels Sprouts - Still good, but the thyme and lemon flavors were a bit strong, though that's exactly what the menu said they'd taste like
Pigs Ear - it's cut into thin strips and deep fried. To me, it tasted like yummy deep fried strips, to my friend who had eaten pigs ears before it did not much resemble the taste to him.

We weren't disappointed with a single thing, and cannot wait to go back!",1
8238,"Believe the reviews. It really does have absolutely excellent food. Even though it's not cheap, there are several affordable options which means you can get a really satisfying meal without breaking the bank. I was a little skeptical when my friend recommended this since I usually don't like ""small plate"" style restaurants, but this place does it right and really is special.",1
8239,"Very good food
Reservation is preferred",1
8240,"Food is so delicious - we especially loved the winter salad and the chicken thigh kabobs. Ambiance is a bit hectic though. They told us it would be a 45 min wait so we almost left, but it ended up being less than a ten min wait. There is a heated patio waiting area where you can order food and drinks (standing only) in case you don’t want to wait for a table.",1
8241,"This restaurant was recommended to me on Twitter, of all places, and I’m so thankful the stars aligned to bring me here. One of the best meals I have had in the states. Highly recommend! The staff was amazing and the atmosphere was just as it should be. Don’t miss out on it when you’re in Chicago!",1
8242,So delicious. Workers are very nice. Good atmosphere.  Two thumbs up👍,1
8243,"Great atmosphere although you may feel a little squeezed among the amount of people!
Great drinks and beer selection, and the food is amazing!
I'd recommend this place for a friend's night out or happy hour with work friends.
You HAVE to try the pig ears and the octopus plates! Both AMAZING.
Location is also spot on. Close to public transportation and to all Chicago has to offer.",1
8244,"Tried something new today and loved it! I told our waiter Jake to give my wife and I his favorite appetizer( anchovy vinaigrette broccoli ), top two entrées( Lamb shoulder & Pork ribs ) and favorite desert( Sicilian Iris). He definitely came through! All were delicious and worth the 2hr wait. Nice thing about the wait is you can keep yourself busy elsewhere because they will call you via cell phone when your table is ready. Prices were fair with all of the above ordered plus an extra order of broccoli, our total was $57.98 before the tip. Not to mention the impeccable service...We will definitely be back again.",1
8245,"The food was delicious. Unfortunately our server was a complete snob. When it became apparent my girlfriends and I weren't going to order drinks (for lunch!) our server completely lost interest in our table. He didn't once check on us after we got our food, and refused to split the check amongst us. It was clear from his behavior that we were unwelcome. It's a shame because the food was excellent.",1
8246,"Tonight I deeply desired a splurge but once I physically entered the purple pig tonight at 6pm I was told by the hostess that the restaurant was completely filled up and there would be a 45 minute wait if I wanted a table or I could look for a seat at the bar.  She told me I was welcome to have a look and I did find just one tall seat at the bar and literally SQUEEZED myself between two men enjoying their tapas.  I decided against ordering a cheese plate because they charge $10 for one cheese and $25 for 3 pieces.  I guess I was in sticker shock once I perused their listed menu items ranging in price from $15 to $25 per tapas. Unlike other tapas restaurants I was not offered bread as part of my meal and the tapas here are generously sized so if you visit here solo like I did you may not need more than one tapas because the majority of these tapas are large enough to share. I was very disappointed because the whole fun of ordering tapas is to try and enjoy and experiment with a small tasting of several tiny dishes. Here it's so cost prohibitive you may well end up spending close to $40 or more then need to take leftovers with you. One young professional woman sitting next to me ordered a broccoli tapas but she left it completely unfinished and wouldn't take it with her. I'd also like to add that she was forced into talking to two different men who sat next to her at different times and they wouldn't let her enjoy her meal in peace! I ordered the calamari salad which was salty and cold. I thought it was definitely tasty but I was so surprised that it was a cold tapas dish. I had had hopes that the calamari itself would have been grilled and warm but it was a cold salad instead.  I took notice that another woman near me ordered one charcuterie as a snack and it seemed like an awfully tiny portion so I was surprised that she had paid $17 for it. I paid $17 for the calamari then decided to have a dessert so I chose the raspberry tart for $11 which was extremely delicious and presented beautifully.  The dessert was sour and tart and a tiny serving of ice cream came with it. I am giving this restaurant 3 stars because it's very noisy and reminds me of a loud food hall. The seating here is very tight so even though this is a large restaurant it's so cramped full of tables stacked so close together it doesn't have a relaxing enough vibe to just sit down,  take your time and relax.  When I had a chat with the other people near me I had a difficult time hearing what they had to say. This restaurant experience seems to be more for a hip and in crowd-- a place to impress business colleagues but not a charming or romantic ambiance to bring a good friend or a date.   If I owned a tapas restaurant I'd make the dishes here tinier and much more affordable.  I even noticed they had a special charcuterie board priced at $50. I'm sure if you love fancy cocktails priced at $15 a glass and all your tapas to be around $17 a plate then you may wish to give the purple pig a chance.  I must be honest and include the fact that my tapas was so over salty that I was extremely thirsty afterwards and had to consume 2 bottles of water almost 30 minutes later because I was so dehydrated.  I am not a fan of salty dishes and overpriced tapas.  My dessert was excellent and I thought the calamari could have tasted a bit better had it been served warm and not cold.  I suggest this restaurant separate cold tapas from hot tapas so people know in advance what to expect.  The Purple pig is not within my normal day price range so I'm in no hurry to repeat this experience because I'm not into dining at the bar then spending $40 including tip for one tapas and one dessert.  I wasn't offered bread here so I'm assuming bread isn't a typical item they offer their guests and since I'm a bread addict I was disappointed.  I just don't understand the concept of oversized tapas at a huge price point. I just didn't get good vibes from this place but I'm a laid back person who loves quiet and a European atmosphere so this restaurant is a bit too chaotic for my needs.",1
8247,"Really enjoyed a brief dinner here. Would definitely recommend it for a casual friends night out. The food was well prepared, plenty of choices (think Otollenghi Chicago style) and mostly well done. Very loud and very busy. While the servers were good I'm not a fan of multiple servers at the table tho.

And Chicago, what is with all the pig duck and goat themed restaurants?!!",1
8248,"While the food was excellent, it is very expensive.  For example 1 deviled egg is 8 dollars and 3 scallops are somewhere around 22. There is a lot going on in this restaurant very busy so very noisy. They have a nice outdoor area that is heated.  Definitely not family oriented. Service was friendly.",1
8249,"One of the best food experiences I have had in Chicago. The menu was incredible. Had the gnocchi,  the lamb and the Greek sausage.  They were all toe curlers.  Great staff, good cocktails.",1
8250,"Duck is amazing
Broccoli is too salty",1
8251,"The purple pig is extremely busy, but very well staffed. The food however, was not what I was expecting for a Michelin recommended restaurant. I enjoyed two of the six dishes, but I have to admit, it is very filling, and the price point isn't bad either.",1
8252,"I was super excited to visit this restaurant after seeing all of the great reviews.

I got the whipped feta cheese appetizer.  It tasted sour.

The service was great so I didn’t give it just one star.

Perhaps, I needed to explore more items on the menu.",0
8253,"The portions were tiny! My friend and I are both small people and we got an appetizer and two entrees and left hungry! 3 meatballs is not a meal. The food was over seasoned and the restaurant was cold. I have no idea why the ratings were so high for this restaurant. $46 for a tiny piece of salmon, 3 meatballs, and a small bowl of over-salted vinegary beets. Not worth it.",0
8254,Still one of the best in Chicago. The beets and that pistachio cream 🤤 are worth the stop alone. The cheesecake is also very good and slightly different,1
8255,"In spite of a 2.5 hour wait, the food was well worth the wait.  Wine list was excellent, the entrées were very creative,  though a bit too salty on all but one of the 8 items we had.  Still, the preparations worked and were really well prepared.",1
8256,"Amazing food. Very different than our normal cuisine, but I just asked for some reccomendations and they did right by me. My husband and I shared four dishes. The cornbread was my favorite. We went late afternoon after lunch and before dinner and there was no wait.",1
8257,"Wow, this place is literally a trick! On Friday evening, his friend came and said that the waiting time is 45 minutes. We just went to the next bar to drink a cup. The food was unbelievable! We have a lot of dishes and beer. We really like the ear of crisp pork and egg and cabbage (good!!!) and there is a potato porridge. We also bought some Italian sausage, with lavash and pickled vegetables, pork, mashed potatoes and gravy (meat is very soft and tasty, broccoli is very acid. In short, the ratio of food and try a good new tasty place!",1
8258,Stopped in for some drinks before dinner elsewhere and the smells and appearance of passing dishes tempted us to stay for a meal. Staff was efficient and friendly. Next time we're in the area we will be eating here.,1
8259,"Small portions, a bit pricey but definitely worth it. Nice views and outdoor seating available. Can get crowded outside because everyone wants see the view while dining. Definitely would recommend and will definitely go again when I'm in Chi-town.",1
8260,"We waited close to two hours to get seated and I really was not blown away. After waiting so long to get seated, you would expect that the food would knock your socks off. Unfortunately, 2 out of the 5 dishes were phenomenal, and the others were just ok. The wait staff was great and the food came out relatively quickly. Cool and lively atmosphere but since i'm only in town for a short period, I don't think i'll make it a priority anytime soon to come back.",1
8261,"Service was a bit diffident (our waiter did not know the wine list, and the hostesses seemed to enjoy making people wait longer than necessary) but the food was amazing.  Not for vegetarians (even the vegetables are cooked in animal fat--something a sourpuss vegetarian across from us apparently didn't research ahead of time) but a great mix of wine, cheese, meats, and small-ish plates with a Mediterranean bent.  We especially loved the beets and turkey, but you really can't go wrong.",1
8262,"Awesome tapas style restaurant! We ordered the spare ribs, meatballs, stuffed quid and club sandwich between 3 of us - all of the dishes were great but the ribs were the real standout! The only slight negative is that it’s a little on the expensive side.",1
8263,Great food. Especially liked the stuffed squid. Long wait.,1
8264,Delicious and unique eating experience!  They recommend ordering 1.5 plates per person so we ordered 6 dishes for 4 people and each one was fantastic. A little expensive but worthwhile for the quality and experience.,1
8265,"Absolutely great experience. Food is outstanding, perfectly cooked! We went with 7 kids, they provided crayons and paper cups even know that actually they don’t carry those but were friendly to get it to the kids. Great place, great service, definitely recommend! Congrats!!!",1
8266,Truly a magical experience. My husband and I chose The Purple Pig by chance for our anniversary dinner. We are most definitely not people that frequent restaurants of this caliber. We were simply blown away. It was such a comfortable welcoming environment and there are simply no words for how incredible the food was. I understand what it means to get emotional over food now. We were so sad when our meal was over. This might have just become our anniversary tradition.,1
8267,"My GF was telling me to visit that place and then we did it. It was crowded, of course, and the host told us to wait 2 hours for a table. Immediately we turn around heading out, but suddenly she told us to wait, that she had a table for two.. We got confused but we've decided to wait and we got a table. I was wondering if it would worth to wait 2 h after I had my dinner, and the answer is yes! It would. That was one of the most extraordinary food I've ever had. service was okay, music really loud (maybe trying to bring up some young atmosphere) it was hard to relax, but was a really good food.",1
